mesaid,line,linetime,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,dayofweek,daybymidnight,daybynoon
1769,1,18:09:00,1,,,,,,,,EXCLUDED,2,1,1
1769,2,18:09:30,1,,,,,,,,EXCLUDED,2,1,1
1769,3,18:10:00,1,,,,,,,,EXCLUDED,2,1,1
1769,4,18:10:30,1,,,,,,,,EXCLUDED,2,1,1
1769,5,18:11:00,1,,,,,,,,EXCLUDED,2,1,1
1769,6,18:11:30,1,,,,,,,,EXCLUDED,2,1,1
1769,7,18:12:00,1,,,,,,,,EXCLUDED,2,1,1
1769,8,18:12:30,1,,,,,,,,EXCLUDED,2,1,1
1769,9,18:13:00,1,,,,,,,,EXCLUDED,2,1,1
1769,10,18:13:30,1,,,,,,,1,EXCLUDED,2,1,1
1769,11,18:14:00,1,,,,,,,1,EXCLUDED,2,1,1
1769,12,18:14:30,1,,,,,,,1,EXCLUDED,2,1,1
1769,13,18:15:00,1,,,,,,,1,EXCLUDED,2,1,1
1769,14,18:15:30,0,47.00,0,376.4300,29.2000,34.0000,12.8000,1,ACTIVE,2,1,1
1769,15,18:16:00,1,,,,,,,1,EXCLUDED,2,1,1
1769,16,18:16:30,1,,,,,,,1,EXCLUDED,2,1,1
1769,17,18:17:00,1,,,,,,,1,EXCLUDED,2,1,1
1769,18,18:17:30,1,,,,,,,1,EXCLUDED,2,1,1
1769,19,18:18:00,1,,,,,,,,EXCLUDED,2,1,1
1769,20,18:18:30,1,,,,,,,,EXCLUDED,2,1,1
1769,21,18:19:00,1,,,,,,,,EXCLUDED,2,1,1
1769,22,18:19:30,1,,,,,,,,EXCLUDED,2,1,1
1769,23,18:20:00,1,,,,,,,,EXCLUDED,2,1,1
1769,24,18:20:30,1,,,,,,,,EXCLUDED,2,1,1
1769,25,18:21:00,1,,,,,,,,EXCLUDED,2,1,1
1769,26,18:21:30,1,,,,,,,,EXCLUDED,2,1,1
1769,27,18:22:00,1,,,,,,,,EXCLUDED,2,1,1
1769,28,18:22:30,1,,,,,,,,EXCLUDED,2,1,1
1769,29,18:23:00,1,,,,,,,,EXCLUDED,2,1,1
1769,30,18:23:30,1,,,,,,,,EXCLUDED,2,1,1
1769,31,18:24:00,1,,,,,,,,EXCLUDED,2,1,1
1769,32,18:24:30,1,,,,,,,,EXCLUDED,2,1,1
1769,33,18:25:00,1,,,,,,,,EXCLUDED,2,1,1
1769,34,18:25:30,1,,,,,,,,EXCLUDED,2,1,1
1769,35,18:26:00,1,,,,,,,,EXCLUDED,2,1,1
1769,36,18:26:30,1,,,,,,,,EXCLUDED,2,1,1
1769,37,18:27:00,1,,,,,,,,EXCLUDED,2,1,1
1769,38,18:27:30,1,,,,,,,,EXCLUDED,2,1,1
1769,39,18:28:00,1,,,,,,,,EXCLUDED,2,1,1
1769,40,18:28:30,1,,,,,,,,EXCLUDED,2,1,1
1769,41,18:29:00,1,,,,,,,,EXCLUDED,2,1,1
1769,42,18:29:30,1,,,,,,,,EXCLUDED,2,1,1
1769,43,18:30:00,1,,,,,,,,EXCLUDED,2,1,1
1769,44,18:30:30,1,,,,,,,,EXCLUDED,2,1,1
1769,45,18:31:00,1,,,,,,,,EXCLUDED,2,1,1
1769,46,18:31:30,1,,,,,,,,EXCLUDED,2,1,1
1769,47,18:32:00,1,,,,,,,,EXCLUDED,2,1,1
1769,48,18:32:30,1,,,,,,,,EXCLUDED,2,1,1
1769,49,18:33:00,1,,,,,,,,EXCLUDED,2,1,1
1769,50,18:33:30,1,,,,,,,,EXCLUDED,2,1,1
1769,51,18:34:00,1,,,,,,,,EXCLUDED,2,1,1
1769,52,18:34:30,1,,,,,,,,EXCLUDED,2,1,1
1769,53,18:35:00,1,,,,,,,,EXCLUDED,2,1,1
1769,54,18:35:30,1,,,,,,,,EXCLUDED,2,1,1
1769,55,18:36:00,1,,,,,,,,EXCLUDED,2,1,1
1769,56,18:36:30,1,,,,,,,,EXCLUDED,2,1,1
1769,57,18:37:00,1,,,,,,,,EXCLUDED,2,1,1
1769,58,18:37:30,1,,,,,,,,EXCLUDED,2,1,1
1769,59,18:38:00,1,,,,,,,,EXCLUDED,2,1,1
1769,60,18:38:30,1,,,,,,,,EXCLUDED,2,1,1
1769,61,18:39:00,1,,,,,,,,EXCLUDED,2,1,1
1769,62,18:39:30,1,,,,,,,,EXCLUDED,2,1,1
1769,63,18:40:00,1,,,,,,,,EXCLUDED,2,1,1
1769,64,18:40:30,1,,,,,,,,EXCLUDED,2,1,1
1769,65,18:41:00,1,,,,,,,,EXCLUDED,2,1,1
1769,66,18:41:30,1,,,,,,,,EXCLUDED,2,1,1
1769,67,18:42:00,1,,,,,,,,EXCLUDED,2,1,1
1769,68,18:42:30,1,,,,,,,,EXCLUDED,2,1,1
1769,69,18:43:00,1,,,,,,,,EXCLUDED,2,1,1
1769,70,18:43:30,1,,,,,,,,EXCLUDED,2,1,1
1769,71,18:44:00,1,,,,,,,,EXCLUDED,2,1,1
